,Date,High,Low,Open,Close,Volume,Adj Close
62,2010-04-07,10640.0,10140.0,10445.0,10190.0,12811.0,9873.4853515625
63,2010-04-08,10395.0,10160.0,10160.0,10195.0,11819.0,9878.330078125
64,2010-04-09,11380.0,10250.0,10290.0,11140.0,51517.0,10793.978515625
65,2010-04-12,11800.0,11240.0,11300.0,11700.0,43258.0,11336.5830078125
66,2010-04-13,11995.0,11510.0,11800.0,11610.0,27107.0,11249.3798828125
67,2010-04-15,12140.0,11600.0,11690.0,11995.0,33074.0,11622.419921875
68,2010-04-16,13000.0,11910.0,12040.0,12575.0,56993.0,12184.4052734375
69,2010-04-19,12680.0,12110.0,12480.0,12555.0,24063.0,12165.0244140625
70,2010-04-20,12700.0,12325.0,12590.0,12505.0,11979.0,12116.5791015625
71,2010-04-21,12635.0,12320.0,12610.0,12535.0,12121.0,12145.6474609375
72,2010-04-22,12680.0,12400.0,12470.0,12565.0,10551.0,12174.7158203125
73,2010-04-23,12640.0,12420.0,12570.0,12460.0,4001.0,12072.9765625
74,2010-04-26,12590.0,12100.0,12590.0,12345.0,5062.0,11961.5498046875
75,2010-04-27,12390.0,12030.0,12335.0,12280.0,6857.0,11898.5693359375
76,2010-04-28,12140.0,11700.0,11920.0,11940.0,3172.0,11569.12890625
77,2010-04-29,12060.0,11810.0,12040.0,11865.0,2337.0,11496.4580078125
78,2010-04-30,12350.0,11900.0,12135.0,12145.0,5917.0,11767.7607421875
79,2010-05-03,12100.0,11920.0,12100.0,12045.0,2395.0,11670.8681640625
80,2010-05-04,12170.0,11805.0,12150.0,11850.0,1540.0,11481.9248046875
81,2010-05-05,11740.0,11225.0,11225.0,11500.0,2264.0,11142.794921875
82,2010-05-06,11890.0,11400.0,11480.0,11565.0,1825.0,11205.77734375
83,2010-05-07,11400.0,10625.0,11000.0,10740.0,9797.0,10406.4033203125
84,2010-05-10,10970.0,10600.0,10970.0,10780.0,6515.0,10445.1591796875
85,2010-05-11,12000.0,10805.0,10810.0,10930.0,5900.0,10590.501953125
86,2010-05-12,11300.0,10900.0,10925.0,11195.0,6895.0,10847.26953125
87,2010-05-13,11385.0,10925.0,11285.0,10990.0,2321.0,10648.6376953125
88,2010-05-14,11285.0,10800.0,11035.0,10830.0,1523.0,10493.607421875
89,2010-05-17,11240.0,10210.0,10530.0,11105.0,9046.0,10760.0654296875
90,2010-05-18,11170.0,10800.0,11170.0,10990.0,2325.0,10648.6376953125
91,2010-05-19,11415.0,10450.0,11150.0,10535.0,9280.0,10207.7705078125
92,2010-05-20,10825.0,9910.0,10720.0,10025.0,3231.0,9713.611328125
93,2010-05-21,9880.0,9405.0,9810.0,9725.0,16873.0,9422.9296875
94,2010-05-24,10285.0,9810.0,9940.0,9890.0,2938.0,9582.8046875
95,2010-05-25,9950.0,9300.0,9900.0,9360.0,2716.0,9069.2666015625
96,2010-05-26,9840.0,9100.0,9800.0,9125.0,32581.0,8841.5654296875
97,2010-05-27,9830.0,9250.0,9275.0,9715.0,5923.0,9413.240234375
98,2010-05-28,10195.0,9450.0,9930.0,10090.0,18272.0,9776.59375
99,2010-05-31,10220.0,9710.0,10180.0,9780.0,7179.0,9476.2216796875
100,2010-06-01,9925.0,9420.0,9850.0,9480.0,16745.0,9185.5390625
101,2010-06-02,9900.0,9540.0,9670.0,9780.0,5658.0,9476.2216796875
102,2010-06-03,9980.0,9700.0,9800.0,9840.0,4229.0,9534.3583984375
103,2010-06-04,10200.0,9735.0,9900.0,9960.0,15635.0,9650.62890625
104,2010-06-07,10610.0,9580.0,9580.0,10480.0,37867.0,10154.4775390625
105,2010-06-08,10720.0,10080.0,10650.0,10180.0,36418.0,9863.796875
106,2010-06-09,10525.0,10200.0,10250.0,10260.0,8688.0,9941.3115234375
107,2010-06-10,10460.0,10250.0,10250.0,10380.0,12556.0,10057.583984375
108,2010-06-11,10520.0,10220.0,10495.0,10410.0,5452.0,10086.6513671875
109,2010-06-14,10500.0,10325.0,10490.0,10405.0,2787.0,10081.8076171875
110,2010-06-15,10500.0,10260.0,10400.0,10345.0,3585.0,10023.671875
111,2010-06-16,10460.0,10220.0,10410.0,10270.0,2690.0,9951.0029296875
112,2010-06-17,10360.0,9985.0,10360.0,10170.0,2957.0,9854.107421875
113,2010-06-18,10370.0,10045.0,10370.0,10115.0,3389.0,9800.8154296875
114,2010-06-21,10400.0,9905.0,10305.0,10145.0,3194.0,9829.8828125
115,2010-06-22,10190.0,10000.0,10190.0,10120.0,1087.0,9805.6611328125
116,2010-06-23,10940.0,10050.0,10050.0,10805.0,20249.0,10469.3837890625
117,2010-06-24,11000.0,10605.0,10910.0,10675.0,14110.0,10343.4208984375
118,2010-06-25,10770.0,10510.0,10700.0,10580.0,4622.0,10251.373046875
119,2010-06-28,10745.0,10215.0,10600.0,10670.0,4838.0,10338.5751953125
120,2010-06-29,10760.0,10400.0,10700.0,10545.0,3108.0,10217.4599609375
121,2010-06-30,10880.0,10410.0,10480.0,10665.0,6797.0,10333.7314453125
122,2010-07-01,11080.0,10700.0,10710.0,10850.0,14656.0,10512.9853515625
123,2010-07-02,11050.0,10725.0,10890.0,10805.0,5225.0,10469.3837890625
124,2010-07-05,11130.0,10605.0,10775.0,10985.0,8015.0,10643.79296875
125,2010-07-06,11315.0,10980.0,11000.0,11140.0,10850.0,10793.978515625
126,2010-07-07,11245.0,10910.0,11140.0,10960.0,5199.0,10619.5693359375
127,2010-07-08,11185.0,10925.0,11000.0,11010.0,3737.0,10668.0146484375
128,2010-07-09,11095.0,10900.0,11050.0,10905.0,2300.0,10566.2783203125
129,2010-07-12,11135.0,10910.0,10995.0,11005.0,2928.0,10663.1708984375
130,2010-07-13,11095.0,10750.0,10810.0,11040.0,3303.0,10697.0830078125
131,2010-07-14,11135.0,10810.0,11135.0,10845.0,1362.0,10508.140625
132,2010-07-15,10930.0,10430.0,10930.0,10465.0,3641.0,10139.9443359375
133,2010-07-16,10835.0,10560.0,10600.0,10670.0,6698.0,10338.5751953125
134,2010-07-19,10755.0,10560.0,10590.0,10595.0,4793.0,10265.90625
135,2010-07-20,10700.0,10475.0,10700.0,10525.0,1322.0,10198.0810546875
136,2010-07-21,10630.0,10500.0,10500.0,10550.0,1635.0,10222.3056640625
137,2010-07-22,10630.0,10400.0,10555.0,10590.0,921.0,10261.0625
138,2010-07-23,10730.0,10420.0,10650.0,10460.0,1329.0,10135.099609375
139,2010-07-26,10705.0,10425.0,10505.0,10465.0,2023.0,10139.9443359375
140,2010-07-27,10580.0,10355.0,10510.0,10505.0,1117.0,10178.701171875
141,2010-07-28,10570.0,10365.0,10570.0,10400.0,981.0,10076.9638671875
142,2010-07-29,10475.0,10010.0,10455.0,10100.0,6513.0,9786.28125
143,2010-07-30,10365.0,10120.0,10130.0,10195.0,1302.0,9878.330078125
144,2010-08-02,10490.0,10150.0,10280.0,10290.0,2447.0,9970.3798828125
145,2010-08-03,10900.0,10230.0,10380.0,10840.0,8303.0,10503.296875
146,2010-08-04,11075.0,10745.0,10980.0,10855.0,4531.0,10517.830078125
147,2010-08-05,11240.0,10785.0,10900.0,10990.0,20155.0,10648.6376953125
148,2010-08-06,11160.0,10900.0,11050.0,11010.0,6761.0,10668.0146484375
149,2010-08-09,11125.0,10830.0,11040.0,10905.0,2686.0,10566.2783203125
150,2010-08-10,10980.0,10720.0,10960.0,10785.0,2448.0,10450.0048828125
151,2010-08-11,11065.0,10800.0,10800.0,10890.0,6248.0,10551.744140625
152,2010-08-12,11310.0,10660.0,10900.0,10800.0,2749.0,10464.5400390625
153,2010-08-13,10890.0,10650.0,10885.0,10705.0,1735.0,10372.490234375
154,2010-08-16,10920.0,10575.0,10625.0,10600.0,2631.0,10270.75
155,2010-08-17,10845.0,10540.0,10600.0,10715.0,3226.0,10382.1796875
156,2010-08-18,10795.0,10570.0,10750.0,10745.0,2452.0,10411.2470703125
157,2010-08-19,11785.0,10665.0,10800.0,11595.0,46520.0,11234.8447265625
158,2010-08-20,12040.0,11370.0,11595.0,11920.0,26176.0,11549.75
159,2010-08-23,12170.0,11700.0,11920.0,12000.0,14936.0,11627.265625
160,2010-08-24,12285.0,11900.0,12040.0,12130.0,19733.0,11753.2275390625
161,2010-08-25,12770.0,12160.0,12285.0,12665.0,41548.0,12271.6103515625
162,2010-08-26,13250.0,12600.0,12890.0,13135.0,64893.0,12727.01171875
163,2010-08-27,13250.0,12655.0,13250.0,12940.0,28203.0,12538.068359375
164,2010-08-30,13220.0,12730.0,13115.0,12890.0,12861.0,12489.62109375
165,2010-08-31,12960.0,12740.0,12875.0,12825.0,15289.0,12426.638671875
166,2010-09-01,13795.0,12840.0,12840.0,13695.0,37946.0,13269.6162109375
167,2010-09-02,14050.0,13360.0,13835.0,13555.0,14223.0,13133.96484375
168,2010-09-03,13880.0,13560.0,13620.0,13680.0,6477.0,13255.0830078125
169,2010-09-06,14020.0,13630.0,13915.0,13815.0,13202.0,13385.888671875
170,2010-09-07,14175.0,13760.0,13915.0,14100.0,26382.0,13662.0361328125
171,2010-09-08,14145.0,13855.0,14145.0,13960.0,4074.0,13526.38671875
172,2010-09-09,14185.0,13860.0,14075.0,14105.0,8506.0,13666.880859375
173,2010-09-13,14245.0,13390.0,14210.0,13805.0,7854.0,13376.19921875
174,2010-09-14,14015.0,12610.0,13635.0,12840.0,20763.0,12441.1748046875
175,2010-09-15,13170.0,12730.0,12950.0,12855.0,6116.0,12455.7080078125
176,2010-09-16,13475.0,12900.0,12900.0,13270.0,19171.0,12857.818359375
177,2010-09-17,13500.0,13020.0,13395.0,13390.0,9409.0,12974.0908203125
178,2010-09-20,13570.0,13300.0,13500.0,13345.0,2949.0,12930.4873046875
179,2010-09-21,13635.0,12830.0,13345.0,13280.0,13369.0,12867.5078125
180,2010-09-22,13330.0,12855.0,13210.0,13040.0,6261.0,12634.9609375
181,2010-09-23,13525.0,12945.0,12990.0,13355.0,15250.0,12989.9853515625
182,2010-09-24,13575.0,13255.0,13500.0,13455.0,8595.0,13087.2529296875
183,2010-09-27,13600.0,13300.0,13300.0,13400.0,2505.0,13033.755859375
184,2010-09-28,13745.0,13250.0,13400.0,13340.0,6994.0,12975.3955078125
185,2010-09-29,13540.0,13200.0,13300.0,13255.0,9413.0,12892.7197265625
186,2010-09-30,13445.0,12845.0,13160.0,12985.0,15192.0,12630.0986328125
187,2010-10-01,13190.0,12750.0,13130.0,12825.0,4154.0,12474.470703125
188,2010-10-04,13350.0,12920.0,12960.0,13115.0,21491.0,12756.5439453125
189,2010-10-05,13640.0,13005.0,13115.0,13435.0,40989.0,13067.7998046875
190,2010-10-06,13870.0,13450.0,13600.0,13460.0,21139.0,13092.1162109375
191,2010-10-07,13640.0,13300.0,13550.0,13400.0,6474.0,13033.755859375
192,2010-10-08,13535.0,13215.0,13215.0,13410.0,4298.0,13043.482421875
193,2010-10-11,13840.0,13440.0,13510.0,13725.0,12150.0,13349.873046875
194,2010-10-12,13800.0,13225.0,13690.0,13345.0,6957.0,12980.259765625
195,2010-10-13,13970.0,13210.0,13420.0,13880.0,14873.0,13500.63671875
196,2010-10-14,14000.0,13420.0,13900.0,13660.0,10980.0,13286.6494140625
197,2010-10-15,13865.0,13500.0,13725.0,13580.0,3574.0,13208.8359375
198,2010-10-18,13750.0,13255.0,13750.0,13420.0,2149.0,13053.208984375
199,2010-10-19,13585.0,13325.0,13585.0,13515.0,6042.0,13145.6142578125
200,2010-10-20,13670.0,13325.0,13480.0,13410.0,4041.0,13043.482421875
201,2010-10-21,13635.0,13330.0,13400.0,13595.0,3460.0,13223.4267578125
202,2010-10-22,13645.0,13155.0,13640.0,13425.0,3824.0,13058.072265625
203,2010-10-25,13600.0,13360.0,13450.0,13400.0,2801.0,13033.755859375
204,2010-10-26,13500.0,13050.0,13460.0,13125.0,6684.0,12766.2724609375
205,2010-10-27,13265.0,12935.0,13160.0,12980.0,9704.0,12625.2353515625
206,2010-10-28,13180.0,12820.0,13095.0,12900.0,17085.0,12547.4208984375
207,2010-10-29,13400.0,12840.0,13045.0,13210.0,5011.0,12848.9482421875
208,2010-11-01,13440.0,13195.0,13300.0,13295.0,1738.0,12931.6259765625
209,2010-11-02,13700.0,13115.0,13700.0,13185.0,1262.0,12824.6318359375
210,2010-11-03,13430.0,13140.0,13140.0,13190.0,1335.0,12829.4951171875
211,2010-11-04,13330.0,13150.0,13200.0,13225.0,1003.0,12863.5380859375
212,2010-11-08,13670.0,13335.0,13670.0,13460.0,2170.0,13092.1162109375
213,2010-11-09,13570.0,13370.0,13545.0,13420.0,2361.0,13053.208984375
214,2010-11-10,13825.0,13450.0,13550.0,13575.0,9124.0,13203.97265625
215,2010-11-11,14220.0,13460.0,13800.0,13615.0,29256.0,13242.8798828125
216,2010-11-12,14090.0,13500.0,13680.0,13520.0,7356.0,13150.4765625
217,2010-11-15,13635.0,13100.0,13555.0,13250.0,2528.0,12887.8564453125
218,2010-11-16,13415.0,12590.0,13260.0,12710.0,5343.0,12362.61328125
219,2010-11-18,12870.0,11710.0,12720.0,12160.0,5769.0,11827.646484375
220,2010-11-19,12225.0,11170.0,12205.0,11365.0,9996.0,11054.3759765625
221,2010-11-22,12140.0,11015.0,11400.0,12040.0,4134.0,11710.9267578125
222,2010-11-23,11940.0,11500.0,11900.0,11775.0,2184.0,11453.169921875
223,2010-11-24,11980.0,11500.0,11775.0,11595.0,2129.0,11278.087890625
224,2010-11-25,12000.0,10820.0,11000.0,11845.0,21943.0,11521.2568359375
225,2010-11-26,11810.0,10700.0,11505.0,11535.0,4625.0,11219.7294921875
226,2010-11-29,12190.0,11250.0,11555.0,12060.0,2872.0,11730.3798828125
227,2010-11-30,12100.0,11725.0,12100.0,11915.0,3154.0,11589.3427734375
228,2010-12-01,12540.0,11860.0,11955.0,12355.0,3956.0,12017.3173828125
229,2010-12-02,12950.0,12495.0,12495.0,12800.0,3699.0,12450.1552734375
230,2010-12-03,12545.0,11195.0,12450.0,11735.0,8724.0,11414.263671875
231,2010-12-06,12450.0,11710.0,11735.0,12120.0,20209.0,11788.740234375
232,2010-12-07,12670.0,11635.0,12240.0,12390.0,4506.0,12051.359375
233,2010-12-08,12270.0,8120.0,11900.0,8925.0,222571.0,8681.0654296875
234,2010-12-09,9400.0,7985.0,9400.0,8300.0,189237.0,8073.14697265625
235,2010-12-10,9400.0,8060.0,8060.0,9095.0,91555.0,8846.41796875
236,2010-12-13,9785.0,8985.0,9200.0,9650.0,73406.0,9386.248046875
237,2010-12-14,10135.0,9610.0,9740.0,9895.0,38462.0,9624.5537109375
238,2010-12-15,10590.0,9510.0,9850.0,10090.0,62741.0,9814.22265625
239,2010-12-16,10480.0,10010.0,10110.0,10370.0,22152.0,10086.5703125
240,2010-12-20,10480.0,10180.0,10295.0,10265.0,8437.0,9984.4404296875
241,2010-12-21,10480.0,10260.0,10310.0,10400.0,6546.0,10115.7509765625
242,2010-12-22,10545.0,10125.0,10300.0,10230.0,6176.0,9950.3974609375
243,2010-12-23,10335.0,10110.0,10295.0,10200.0,2567.0,9921.216796875
244,2010-12-24,10400.0,10140.0,10195.0,10285.0,2108.0,10003.89453125
245,2010-12-27,10380.0,10105.0,10350.0,10175.0,2083.0,9896.900390625
246,2010-12-28,10455.0,10125.0,10295.0,10380.0,3655.0,10096.2978515625
247,2010-12-29,11190.0,10100.0,10380.0,11070.0,34849.0,10767.4384765625
248,2010-12-30,12350.0,10950.0,11075.0,12125.0,54748.0,11793.6044921875
249,2010-12-31,12380.0,11920.0,12300.0,12030.0,14761.0,11701.2001953125
250,2011-01-03,12800.0,11800.0,12300.0,11935.0,5224.0,11608.796875
251,2011-01-04,12060.0,11800.0,11950.0,11890.0,2818.0,11565.0263671875
252,2011-01-05,11955.0,11445.0,11800.0,11570.0,2150.0,11253.7734375
253,2011-01-06,11780.0,11315.0,11750.0,11515.0,6815.0,11200.2763671875
254,2011-01-07,11470.0,10600.0,11405.0,10855.0,9510.0,10558.3154296875
255,2011-01-10,10940.0,10520.0,10800.0,10560.0,8319.0,10271.37890625
256,2011-01-11,10800.0,10340.0,10600.0,10495.0,3353.0,10208.154296875
257,2011-01-12,10965.0,10425.0,10550.0,10810.0,3633.0,10514.5439453125
258,2011-01-13,10955.0,10450.0,10945.0,10525.0,3018.0,10237.333984375
259,2011-01-14,10835.0,10425.0,10550.0,10525.0,5400.0,10237.333984375
260,2011-01-17,10830.0,10280.0,10455.0,10575.0,10154.0,10285.966796875
261,2011-01-18,10900.0,10600.0,10700.0,10795.0,2045.0,10499.955078125
262,2011-01-19,11500.0,10860.0,10900.0,11400.0,19507.0,11088.4189453125
263,2011-01-20,11460.0,11080.0,11350.0,11250.0,9491.0,10942.517578125
264,2011-01-21,11240.0,10950.0,11240.0,10980.0,5626.0,10679.8984375
265,2011-01-24,11740.0,10830.0,11000.0,11610.0,15420.0,11292.6796875
266,2011-01-25,12240.0,11420.0,11940.0,11655.0,7918.0,11336.4501953125
267,2011-01-27,12225.0,10500.0,11795.0,11640.0,111275.0,11321.859375
268,2011-01-28,10845.0,10405.0,10645.0,10705.0,17225.0,10412.4150390625
269,2011-01-31,10890.0,10330.0,10530.0,10750.0,4978.0,10456.1845703125
270,2011-02-01,10950.0,10525.0,10840.0,10580.0,3359.0,10290.8310546875
271,2011-02-02,11040.0,10630.0,10770.0,10705.0,5359.0,10412.4150390625
272,2011-02-03,10885.0,10705.0,10750.0,10805.0,1138.0,10509.6806640625
273,2011-02-04,10950.0,10610.0,10800.0,10635.0,1883.0,10344.328125
274,2011-02-07,10795.0,10250.0,10700.0,10470.0,3108.0,10183.837890625
275,2011-02-08,10615.0,10150.0,10555.0,10245.0,2518.0,9964.986328125
276,2011-02-09,10390.0,9580.0,10235.0,9865.0,5275.0,9595.373046875
277,2011-02-10,10200.0,8960.0,10000.0,10045.0,7428.0,9770.4541015625
278,2011-02-11,10290.0,9755.0,10100.0,10135.0,4832.0,9857.9931640625
279,2011-02-14,10510.0,10125.0,10215.0,10405.0,5035.0,10120.6142578125
280,2011-02-15,10800.0,10235.0,10400.0,10555.0,9346.0,10266.515625
281,2011-02-16,10700.0,10400.0,10400.0,10575.0,1590.0,10285.966796875
282,2011-02-17,10740.0,10505.0,10520.0,10660.0,1937.0,10368.64453125
283,2011-02-18,10800.0,10250.0,10485.0,10345.0,3181.0,10062.2548828125
284,2011-02-21,10735.0,10120.0,10345.0,10550.0,11500.0,10261.65234375
285,2011-02-22,10535.0,10225.0,10530.0,10375.0,4395.0,10091.43359375
286,2011-02-23,10800.0,10260.0,10385.0,10685.0,6717.0,10392.9609375
287,2011-02-24,11065.0,9765.0,10600.0,10250.0,70974.0,9969.849609375
288,2011-02-25,10520.0,9910.0,10370.0,10100.0,5077.0,9823.9501953125
289,2011-02-28,10395.0,10000.0,10200.0,10150.0,9236.0,9872.5830078125
290,2011-03-01,10510.0,10225.0,10230.0,10420.0,2331.0,10135.2041015625
291,2011-03-03,10590.0,10240.0,10590.0,10390.0,7519.0,10106.0244140625
292,2011-03-04,10575.0,10180.0,10575.0,10235.0,7841.0,9955.2607421875
293,2011-03-07,10300.0,9850.0,10200.0,9995.0,2230.0,9721.8212890625
294,2011-03-08,10170.0,9910.0,9910.0,10110.0,1444.0,9833.6767578125
295,2011-03-09,10280.0,10120.0,10120.0,10220.0,1612.0,9940.671875
296,2011-03-10,10390.0,10115.0,10200.0,10160.0,1710.0,9882.310546875
297,2011-03-11,10300.0,9925.0,10010.0,10040.0,1689.0,9765.58984375
298,2011-03-14,10100.0,9655.0,9795.0,10040.0,1928.0,9765.58984375
299,2011-03-15,10000.0,9620.0,9905.0,9885.0,1508.0,9614.8271484375
300,2011-03-16,10090.0,9915.0,9990.0,9980.0,874.0,9707.2294921875
301,2011-03-17,10020.0,9800.0,9950.0,9920.0,1215.0,9648.869140625
302,2011-03-18,10120.0,9600.0,9810.0,10000.0,2422.0,9726.6845703125
303,2011-03-21,10095.0,9755.0,9980.0,9845.0,1395.0,9575.919921875
304,2011-03-22,10050.0,9610.0,9980.0,9930.0,7035.0,9658.595703125
305,2011-03-23,10170.0,9905.0,9930.0,10000.0,2842.0,9726.6845703125
306,2011-03-24,10150.0,9625.0,10055.0,9950.0,4100.0,9678.0498046875
307,2011-03-25,10680.0,9905.0,10170.0,10530.0,12533.0,10242.197265625
308,2011-03-28,10775.0,10450.0,10450.0,10580.0,3542.0,10290.8310546875
309,2011-03-29,10630.0,10310.0,10590.0,10395.0,2101.0,10110.8876953125
310,2011-03-30,10530.0,10325.0,10500.0,10355.0,1432.0,10071.9814453125
311,2011-03-31,10750.0,9960.0,10480.0,10565.0,16750.0,10276.2421875
312,2011-04-01,10740.0,10480.0,10620.0,10530.0,1038.0,10242.197265625
313,2011-04-04,10850.0,10500.0,10650.0,10730.0,5943.0,10436.7314453125
314,2011-04-05,11000.0,10615.0,10810.0,10765.0,3618.0,10470.7734375
315,2011-04-06,10935.0,10635.0,10880.0,10675.0,3472.0,10383.234375
316,2011-04-07,11000.0,10630.0,10760.0,10690.0,8593.0,10397.82421875
317,2011-04-08,10795.0,10250.0,10790.0,10340.0,3192.0,10057.3916015625
318,2011-04-11,10420.0,10205.0,10220.0,10275.0,2283.0,9994.16796875
319,2011-04-13,10580.0,10125.0,10200.0,10435.0,3239.0,10149.794921875
320,2011-04-15,10490.0,10280.0,10490.0,10325.0,944.0,10042.80078125
321,2011-04-18,10500.0,10200.0,10470.0,10210.0,2103.0,9930.9443359375
322,2011-04-19,10345.0,10010.0,10130.0,10240.0,1297.0,9960.1240234375
323,2011-04-20,10500.0,10265.0,10390.0,10320.0,1862.0,10037.9365234375
324,2011-04-21,10500.0,10320.0,10420.0,10420.0,3209.0,10135.2041015625
325,2011-04-25,10500.0,10275.0,10450.0,10310.0,839.0,10028.2099609375
326,2011-04-26,10390.0,10255.0,10360.0,10345.0,1121.0,10062.2548828125
327,2011-04-27,10595.0,10255.0,10425.0,10305.0,1606.0,10023.3466796875
328,2011-04-28,10620.0,10075.0,10470.0,10520.0,8194.0,10232.470703125
329,2011-04-29,10510.0,10160.0,10500.0,10325.0,1232.0,10042.80078125
330,2011-05-02,10435.0,10190.0,10390.0,10225.0,528.0,9945.5341796875
331,2011-05-03,10325.0,10055.0,10300.0,10100.0,591.0,9823.9501953125
332,2011-05-04,10245.0,9915.0,10000.0,10150.0,2072.0,9872.5830078125
333,2011-05-05,10250.0,9960.0,10150.0,10005.0,974.0,9731.546875
334,2011-05-06,10200.0,10005.0,10005.0,10115.0,1360.0,9838.5400390625
335,2011-05-09,10290.0,10040.0,10110.0,10200.0,687.0,9921.216796875
